Titik Awal,Koordinat Awal,Tujuan,Koordinat Tujuan,Jarak Tempuh (km),Waktu Tempuh (menit),Kapasitas Full Tanki Bensin (liter),Jarak Tempuh Bensin per Liter (km/l),Rekomendasi_SPBU,Rekomendasi_TempatIstirahat,Rekomendasi_Penginapan
Jatim Park,"(-7.887634, 112.53475)",Kota Tua,"(-6.1352, 106.813301)",660.7936788841114,683,11,34.30761325451342,ya,ya,ya
Trans Studio,"(-6.926855, 107.634515)",Simpang Lima,"(-6.9925, 110.420601)",307.6020875747889,348,14,45.64240934886806,tidak,ya,tidak
Monas,"(-6.175392, 106.827153)",Farm House,"(-6.832553, 107.605373)",112.8346095170774,132,14,30.22588388383512,tidak,ya,tidak
Kota Tua,"(-6.1352, 106.813301)",Farm House,"(-6.832553, 107.605373)",116.92245828016324,146,8,30.404767102738877,tidak,ya,tidak
Ciputra Waterpark,"(-7.288911, 112.609064)",Coban Rondo,"(-7.895497, 112.533402)",67.96287464431138,75,15,41.075032341693536,tidak,tidak,tidak
Taman Sari,"(-7.811356, 110.359499)",Kenjeran Park,"(-7.22302, 112.790361)",275.84473326015984,300,7,40.28558997275304,ya,ya,tidak
Situ Gede,"(-7.323856, 108.22867)",Kediri Mall,"(-7.82424, 112.011388)",420.6426989379966,442,6,45.31112908549439,ya,ya,tidak
Trans Studio,"(-6.926855, 107.634515)",Gunung Galunggung,"(-7.241253, 108.082577)",60.55293738184466,88,15,42.25385453124336,tidak,tidak,tidak
Farm House,"(-6.832553, 107.605373)",Trans Studio,"(-6.926855, 107.634515)",10.968317181676817,13,12,38.13237021638951,tidak,tidak,tidak
Gunung Galunggung,"(-7.241253, 108.082577)",Tugu Pahlawan,"(-7.245971, 112.737826)",513.5068135244303,751,5,48.41417896286168,ya,ya,ya
Simpang Lima,"(-6.9925, 110.420601)",Lawang Sewu,"(-6.983784, 110.40908)",1.5988011705408829,1,13,47.88721424924288,tidak,tidak,tidak
Monas,"(-6.175392, 106.827153)",Alun-Alun Malang,"(-7.978639, 112.630141)",670.9756894470422,914,13,42.709355176066,ya,ya,ya
Keraton Kasepuhan,"(-6.724108, 108.555726)",Jatim Park,"(-7.887634, 112.53475)",457.51987561729,686,5,43.41585389200517,ya,ya,ya
Masjid Agung Serang,"(-6.117978, 106.153106)",Simpang Lima,"(-6.9925, 110.420601)",481.3402852488255,525,7,47.97821990992499,ya,ya,tidak
Ciputra Waterpark,"(-7.288911, 112.609064)",Malioboro,"(-7.79558, 110.36949)",253.22061004882383,297,5,30.51057312021334,ya,ya,tidak
Sam Poo Kong,"(-6.992966, 110.389888)",Kota Tua,"(-6.1352, 106.813301)",406.4364787504779,508,6,31.70450000360261,ya,ya,tidak
Pantai Kejawanan,"(-6.73358, 108.581212)",Kota Tua,"(-6.1352, 106.813301)",206.364229955079,229,5,38.91096149899614,ya,ya,tidak
Kenjeran Park,"(-7.22302, 112.790361)",Kraton,"(-7.805691, 110.364914)",275.1175504902393,343,4,41.78977364860652,ya,ya,tidak
Trans Studio,"(-6.926855, 107.634515)",Farm House,"(-6.832553, 107.605373)",10.968317181676817,16,7,39.90017165774106,tidak,tidak,tidak
Simpang Lima Gumul,"(-7.815934, 112.011961)",Malioboro,"(-7.79558, 110.36949)",180.95622678136183,226,7,44.899774637793584,tidak,ya,tidak
Simpang Lima,"(-6.9925, 110.420601)",Banten Lama,"(-6.034228, 106.128827)",485.9618900343337,520,7,31.501773005337917,ya,ya,tidak
Stasiun Cirebon,"(-6.710515, 108.561267)",Gua Maria Pohsarang,"(-7.856367, 112.010669)",401.22184222032513,512,11,37.59826425291413,ya,ya,tidak
Ciputra Waterpark,"(-7.288911, 112.609064)",Jatim Park,"(-7.887634, 112.53475)",67.07694629998154,67,7,43.35655774983224,tidak,tidak,tidak
Tugu Pahlawan,"(-7.245971, 112.737826)",Banten Lama,"(-6.034228, 106.128827)",742.2696872099011,1086,7,40.96024155439051,ya,ya,ya
Kraton,"(-7.805691, 110.364914)",Alun-Alun Serang,"(-6.11907, 106.150194)",501.56309534079526,626,15,35.8631614765688,ya,ya,ya
Stasiun Cirebon,"(-6.710515, 108.561267)",Trans Studio,"(-6.926855, 107.634515)",105.11091724563182,131,6,44.609595093622346,tidak,ya,tidak
Malioboro,"(-7.79558, 110.36949)",Gunung Galunggung,"(-7.241253, 108.082577)",259.53135346391616,283,5,31.80327885763825,ya,ya,tidak
Trans Studio,"(-6.926855, 107.634515)",Jatim Park,"(-7.887634, 112.53475)",550.7851776734066,560,10,48.17135389252967,ya,ya,tidak
Banten Lama,"(-6.034228, 106.128827)",Sam Poo Kong,"(-6.992966, 110.389888)",482.66324066538647,517,13,34.21580834149134,ya,ya,tidak
Tugu Pahlawan,"(-7.245971, 112.737826)",Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",498.6952441614354,554,6,43.59726816357431,ya,ya,tidak
Tugu Pahlawan,"(-7.245971, 112.737826)",Gedung Sate,"(-6.902475, 107.618782)",566.164668640769,849,10,31.302886944841045,ya,ya,ya
Kraton,"(-7.805691, 110.364914)",Tugu Pahlawan,"(-7.245971, 112.737826)",268.88370081747235,375,6,43.6720975270939,ya,ya,tidak
Banten Lama,"(-6.034228, 106.128827)",Simpang Lima,"(-6.9925, 110.420601)",485.9618900343337,520,10,35.31968299793432,ya,ya,tidak
Kota Tua,"(-6.1352, 106.813301)",Keraton Kasepuhan,"(-6.724108, 108.555726)",203.36073052241537,259,8,44.81969181861875,tidak,ya,tidak
Banten Lama,"(-6.034228, 106.128827)",Coban Rondo,"(-7.895497, 112.533402)",736.538831298053,736,6,30.34236833924806,ya,ya,ya
Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",Situ Gede,"(-7.323856, 108.22867)",1.3289513698388922,1,12,39.95080379295101,tidak,tidak,tidak
Kraton,"(-7.805691, 110.364914)",Alun-Alun Serang,"(-6.11907, 106.150194)",501.56309534079526,557,14,40.798736863509816,ya,ya,tidak
Stasiun Cirebon,"(-6.710515, 108.561267)",Kediri Mall,"(-7.82424, 112.011388)",400.1904510021181,444,5,32.05390865600441,ya,ya,tidak
Jatim Park,"(-7.887634, 112.53475)",Taman Sari,"(-7.811356, 110.359499)",239.7603293571076,293,7,39.75168458715964,ya,ya,tidak
Kediri Mall,"(-7.82424, 112.011388)",Stasiun Cirebon,"(-6.710515, 108.561267)",400.1904510021181,428,6,45.725913940906686,ya,ya,tidak
Taman Mini,"(-6.30242, 106.895382)",Monas,"(-6.175392, 106.827153)",16.012196390435935,17,14,39.375937490325605,tidak,tidak,tidak
Taman Mini,"(-6.30242, 106.895382)",Keraton Kasepuhan,"(-6.724108, 108.555726)",189.3279835375404,206,10,31.11984276641997,tidak,ya,tidak
Farm House,"(-6.832553, 107.605373)",Ciputra Waterpark,"(-7.288911, 112.609064)",554.4883449456075,723,12,47.43021797819515,ya,ya,ya
Masjid Agung Serang,"(-6.117978, 106.153106)",Gunung Galunggung,"(-7.241253, 108.082577)",246.99566184375345,352,13,49.412002618833824,tidak,ya,tidak
Gunung Galunggung,"(-7.241253, 108.082577)",Kenjeran Park,"(-7.22302, 112.790361)",519.3186441531387,692,4,41.44019172636252,ya,ya,ya
Lawang Sewu,"(-6.983784, 110.40908)",Tugu Pahlawan,"(-7.245971, 112.737826)",258.5989366865975,287,6,48.50925792204109,ya,ya,tidak
Alun-Alun Serang,"(-6.11907, 106.150194)",Simpang Lima Gumul,"(-7.815934, 112.011961)",673.909317378515,1010,11,41.572695496875454,ya,ya,ya
Coban Rondo,"(-7.895497, 112.533402)",Ciputra Waterpark,"(-7.288911, 112.609064)",67.96287464431138,78,14,49.6376796907813,tidak,tidak,tidak
Kenjeran Park,"(-7.22302, 112.790361)",Gua Maria Pohsarang,"(-7.856367, 112.010669)",111.1156726223935,155,8,45.165304133091226,tidak,ya,tidak
Simpang Lima,"(-6.9925, 110.420601)",Lawang Sewu,"(-6.983784, 110.40908)",1.5988011705408829,2,7,39.915513454833096,tidak,tidak,tidak
Simpang Lima Gumul,"(-7.815934, 112.011961)",Masjid Agung Serang,"(-6.117978, 106.153106)",673.6355029732069,1010,10,39.89864433128133,ya,ya,ya
Gua Maria Pohsarang,"(-7.856367, 112.010669)",Simpang Lima Gumul,"(-7.815934, 112.011961)",4.498196561818763,5,10,38.16648163534889,tidak,tidak,tidak
Trans Studio,"(-6.926855, 107.634515)",Ciputra Waterpark,"(-7.288911, 112.609064)",550.3644812372681,786,10,40.73684788595717,ya,ya,ya
Tugu Pahlawan,"(-7.245971, 112.737826)",Gedung Sate,"(-6.902475, 107.618782)",566.164668640769,693,7,38.06191177568976,ya,ya,ya
Gunung Galunggung,"(-7.241253, 108.082577)",Simpang Lima Gumul,"(-7.815934, 112.011961)",437.8458793285704,469,11,31.352507383433142,ya,ya,tidak
Monas,"(-6.175392, 106.827153)",Alun-Alun Serang,"(-6.11907, 106.150194)",75.1031452792699,76,7,48.40463870586136,tidak,tidak,tidak
Pantai Kejawanan,"(-6.73358, 108.581212)",Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",77.29213048343952,100,13,49.915877562652206,tidak,ya,tidak
Lawang Sewu,"(-6.983784, 110.40908)",Taman Mini,"(-6.30242, 106.895382)",395.405531607575,494,7,47.14465226629329,ya,ya,tidak
Coban Rondo,"(-7.895497, 112.533402)",Ciputra Waterpark,"(-7.288911, 112.609064)",67.96287464431138,75,10,31.730722078560703,tidak,tidak,tidak
Banten Lama,"(-6.034228, 106.128827)",Kenjeran Park,"(-7.22302, 112.790361)",747.5381428647448,1121,12,37.1538018442206,ya,ya,ya
Situ Gede,"(-7.323856, 108.22867)",Pantai Kejawanan,"(-6.73358, 108.581212)",76.30025948740021,83,12,41.1709610432892,tidak,tidak,tidak
Kota Tua,"(-6.1352, 106.813301)",Trans Studio,"(-6.926855, 107.634515)",126.4093277567752,154,15,49.87989370001455,tidak,ya,tidak
Masjid Agung Serang,"(-6.117978, 106.153106)",Banten Lama,"(-6.034228, 106.128827)",9.691789459581596,11,4,44.16996159975842,tidak,tidak,tidak
Kenjeran Park,"(-7.22302, 112.790361)",Alun-Alun Malang,"(-7.978639, 112.630141)",85.85667090103917,91,12,49.14138331297174,tidak,ya,tidak
Alun-Alun Malang,"(-7.978639, 112.630141)",Simpang Lima Gumul,"(-7.815934, 112.011961)",70.44923835910608,75,7,39.41929240232879,tidak,tidak,tidak
Pantai Kejawanan,"(-6.73358, 108.581212)",Gua Maria Pohsarang,"(-7.856367, 112.010669)",398.3161928830323,434,12,46.68952734317379,tidak,ya,tidak
Gunung Galunggung,"(-7.241253, 108.082577)",Alun-Alun Malang,"(-7.978639, 112.630141)",507.8689547956208,634,15,39.76296925671484,ya,ya,ya
Gua Maria Pohsarang,"(-7.856367, 112.010669)",Ciputra Waterpark,"(-7.288911, 112.609064)",91.27885610603286,130,15,43.03376697889323,tidak,ya,tidak
Masjid Agung Serang,"(-6.117978, 106.153106)",Trans Studio,"(-6.926855, 107.634515)",186.744549343051,211,13,35.31468524501846,tidak,ya,tidak
Ciputra Waterpark,"(-7.288911, 112.609064)",Kediri Mall,"(-7.82424, 112.011388)",88.78992783135693,129,5,42.07237000786744,tidak,ya,tidak
Jatim Park,"(-7.887634, 112.53475)",Sam Poo Kong,"(-6.992966, 110.389888)",256.5596423926739,285,14,44.1949758318702,tidak,ya,tidak
Malioboro,"(-7.79558, 110.36949)",Keraton Kasepuhan,"(-6.724108, 108.555726)",232.85062576759572,303,11,47.267282909713074,tidak,ya,tidak
Kediri Mall,"(-7.82424, 112.011388)",Kota Tua,"(-6.1352, 106.813301)",603.6531176809914,613,10,41.25093986978348,ya,ya,ya
Simpang Lima,"(-6.9925, 110.420601)",Situ Gede,"(-7.323856, 108.22867)",244.6220948063255,244,11,34.40137905708713,tidak,ya,tidak
Kraton,"(-7.805691, 110.364914)",Kraton,"(-7.805691, 110.364914)",0.0,0,15,42.92248719176016,tidak,tidak,tidak
Alun-Alun Malang,"(-7.978639, 112.630141)",Simpang Lima,"(-6.9925, 110.420601)",267.13511790923155,308,5,43.57020222956142,ya,ya,tidak
Taman Mini,"(-6.30242, 106.895382)",Kenjeran Park,"(-7.22302, 112.790361)",658.9198528749248,919,6,35.84815142317094,ya,ya,ya
Banten Lama,"(-6.034228, 106.128827)",Kediri Mall,"(-7.82424, 112.011388)",679.1240561834833,702,13,45.32312386289396,ya,ya,ya
Tugu Pahlawan,"(-7.245971, 112.737826)",Farm House,"(-6.832553, 107.605373)",568.259327887633,681,9,49.8504957249996,ya,ya,ya
Trans Studio,"(-6.926855, 107.634515)",Lawang Sewu,"(-6.983784, 110.40908)",306.31210062072086,334,7,49.93178090315406,ya,ya,tidak
Ciputra Waterpark,"(-7.288911, 112.609064)",Situ Gede,"(-7.323856, 108.22867)",483.1363698118121,630,10,37.44487614367354,ya,ya,ya
Situ Gede,"(-7.323856, 108.22867)",Jatim Park,"(-7.887634, 112.53475)",478.7201817828583,624,14,42.73226227192454,ya,ya,ya
Farm House,"(-6.832553, 107.605373)",Taman Sari,"(-7.811356, 110.359499)",322.6540993452453,372,12,44.5141308901153,tidak,ya,tidak
Simpang Lima,"(-6.9925, 110.420601)",Gua Maria Pohsarang,"(-7.856367, 112.010669)",199.91332372228365,244,10,31.495003212571447,tidak,ya,tidak
Farm House,"(-6.832553, 107.605373)",Simpang Lima,"(-6.9925, 110.420601)",311.2715676731894,316,5,41.93348858274317,ya,ya,tidak
Lawang Sewu,"(-6.983784, 110.40908)",Stasiun Cirebon,"(-6.710515, 108.561267)",206.2522536739915,301,5,38.16011765576671,ya,ya,tidak
Pantai Kejawanan,"(-6.73358, 108.581212)",Taman Sari,"(-7.811356, 110.359499)",229.8571844737484,299,14,42.68698959699746,tidak,ya,tidak
Farm House,"(-6.832553, 107.605373)",Monas,"(-6.175392, 106.827153)",112.8346095170774,125,13,30.039004995597388,tidak,ya,tidak
Simpang Lima Gumul,"(-7.815934, 112.011961)",Kraton,"(-7.805691, 110.364914)",181.4475649201811,247,11,30.57543344699153,tidak,ya,tidak
Taman Sari,"(-7.811356, 110.359499)",Alun-Alun Serang,"(-6.11907, 106.150194)",501.2422741348952,716,8,34.93414719988217,ya,ya,ya
Gedung Sate,"(-6.902475, 107.618782)",Keraton Kasepuhan,"(-6.724108, 108.555726)",105.33174996431468,114,12,48.39157172613542,tidak,ya,tidak
Lawang Sewu,"(-6.983784, 110.40908)",Gedung Sate,"(-6.902475, 107.618782)",308.12388006072376,313,5,34.43051370164616,ya,ya,tidak
Stasiun Cirebon,"(-6.710515, 108.561267)",Stasiun Cirebon,"(-6.710515, 108.561267)",0.0,0,11,45.4093290557519,tidak,tidak,tidak
Farm House,"(-6.832553, 107.605373)",Simpang Lima,"(-6.9925, 110.420601)",311.2715676731894,311,11,49.30533609687562,tidak,ya,tidak
Situ Gede,"(-7.323856, 108.22867)",Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",1.3289513698388922,1,6,41.13778700658654,tidak,tidak,tidak
Coban Rondo,"(-7.895497, 112.533402)",Sam Poo Kong,"(-6.992966, 110.389888)",256.7611299180308,256,15,49.52986181827004,tidak,ya,tidak
Taman Sari,"(-7.811356, 110.359499)",Farm House,"(-6.832553, 107.605373)",322.6540993452453,365,8,41.94208537668689,ya,ya,tidak
Taman Sari,"(-7.811356, 110.359499)",Monas,"(-6.175392, 106.827153)",430.1957353398214,477,5,41.50202622049459,ya,ya,tidak
Sam Poo Kong,"(-6.992966, 110.389888)",Malioboro,"(-7.79558, 110.36949)",89.27494444972147,103,8,42.7434542965662,tidak,ya,tidak
Taman Sari,"(-7.811356, 110.359499)",Farm House,"(-6.832553, 107.605373)",322.6540993452453,358,13,45.28127847149089,tidak,ya,tidak
Taman Mini,"(-6.30242, 106.895382)",Coban Rondo,"(-7.895497, 112.533402)",646.8179750022734,746,8,49.85211506687223,ya,ya,ya
Taman Mini,"(-6.30242, 106.895382)",Tugu Pahlawan,"(-7.245971, 112.737826)",653.5793897203737,664,15,33.13929114584059,ya,ya,ya
Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",0.0,0,14,43.9676093933837,tidak,tidak,tidak
Farm House,"(-6.832553, 107.605373)",Lawang Sewu,"(-6.983784, 110.40908)",309.950662818426,320,11,44.844745768774544,tidak,ya,tidak
Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",Trans Studio,"(-6.926855, 107.634515)",78.2080718150794,106,9,30.314025185940565,tidak,ya,tidak
Sam Poo Kong,"(-6.992966, 110.389888)",Tugu Pahlawan,"(-7.245971, 112.737826)",260.5883963360301,306,5,48.755416433048175,ya,ya,tidak
Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",Gua Maria Pohsarang,"(-7.856367, 112.010669)",422.23497766988953,496,12,38.1232745368587,ya,ya,tidak
Banten Lama,"(-6.034228, 106.128827)",Lawang Sewu,"(-6.983784, 110.40908)",484.5121428858853,501,7,45.449452178907165,ya,ya,tidak
Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",Farm House,"(-6.832553, 107.605373)",87.0930323307779,90,10,48.69377823839419,tidak,ya,tidak
Gedung Sate,"(-6.902475, 107.618782)",Taman Sari,"(-7.811356, 110.359499)",318.690242008073,424,5,39.73906827180829,ya,ya,tidak
Alun-Alun Serang,"(-6.11907, 106.150194)",Kenjeran Park,"(-7.22302, 112.790361)",743.539420016692,910,9,44.08854788948729,ya,ya,ya
Simpang Lima,"(-6.9925, 110.420601)",Taman Sari,"(-7.811356, 110.359499)",91.3015694937439,111,14,46.25701119855101,tidak,ya,tidak
Gua Maria Pohsarang,"(-7.856367, 112.010669)",Sam Poo Kong,"(-6.992966, 110.389888)",202.86515272058745,253,9,37.38202953808743,tidak,ya,tidak
Jatim Park,"(-7.887634, 112.53475)",Lawang Sewu,"(-6.983784, 110.40908)",255.01332874938407,259,12,34.0265579174228,tidak,ya,tidak
Stasiun Cirebon,"(-6.710515, 108.561267)",Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",78.40536243095079,87,12,37.39163945507164,tidak,tidak,tidak
Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",Alun-Alun Serang,"(-6.11907, 106.150194)",264.8611490951749,378,4,39.00809799539472,ya,ya,tidak
Gedung Sate,"(-6.902475, 107.618782)",Banten Lama,"(-6.034228, 106.128827)",190.8410774013607,197,5,46.16190886939359,ya,ya,tidak
Gedung Sate,"(-6.902475, 107.618782)",Gunung Galunggung,"(-7.241253, 108.082577)",63.54819657353483,70,8,32.11860321199261,tidak,tidak,tidak
Alun-Alun Serang,"(-6.11907, 106.150194)",Taman Sari,"(-7.811356, 110.359499)",501.2422741348952,613,10,32.179199275076044,ya,ya,ya
Kraton,"(-7.805691, 110.364914)",Kediri Mall,"(-7.82424, 112.011388)",181.39078888157732,217,9,42.33577149888059,tidak,ya,tidak
Kediri Mall,"(-7.82424, 112.011388)",Kota Tua,"(-6.1352, 106.813301)",603.6531176809914,862,7,39.99233280663282,ya,ya,ya
Masjid Agung Serang,"(-6.117978, 106.153106)",Situ Gede,"(-7.323856, 108.22867)",265.542531991426,265,12,36.26998046091296,tidak,ya,tidak
Alun-Alun Serang,"(-6.11907, 106.150194)",Farm House,"(-6.832553, 107.605373)",179.28397959856667,268,13,48.57192033701218,tidak,ya,tidak
Simpang Lima,"(-6.9925, 110.420601)",Trans Studio,"(-6.926855, 107.634515)",307.6020875747889,461,14,38.53871842042491,tidak,ya,tidak
Alun-Alun Serang,"(-6.11907, 106.150194)",Stasiun Cirebon,"(-6.710515, 108.561267)",274.4161936317392,336,6,41.186855453389946,ya,ya,tidak
Ciputra Waterpark,"(-7.288911, 112.609064)",Lawang Sewu,"(-6.983784, 110.40908)",245.09125063270747,249,11,36.88280900644219,tidak,ya,tidak
Simpang Lima,"(-6.9925, 110.420601)",Farm House,"(-6.832553, 107.605373)",311.2715676731894,434,14,49.79759994302105,tidak,ya,tidak
Keraton Kasepuhan,"(-6.724108, 108.555726)",Gedung Sate,"(-6.902475, 107.618782)",105.33174996431468,140,12,35.90169163590345,tidak,ya,tidak
Stasiun Cirebon,"(-6.710515, 108.561267)",Banten Lama,"(-6.034228, 106.128827)",279.12275117187704,341,6,41.02564301027702,ya,ya,tidak
Keraton Kasepuhan,"(-6.724108, 108.555726)",Taman Sari,"(-7.811356, 110.359499)",232.8075108629604,324,5,46.83580616420609,ya,ya,tidak
Trans Studio,"(-6.926855, 107.634515)",Taman Mini,"(-6.30242, 106.895382)",107.1737953354006,146,7,47.60516163688037,tidak,ya,tidak
Tugu Pahlawan,"(-7.245971, 112.737826)",Situ Gede,"(-7.323856, 108.22867)",497.4212327655371,552,6,44.79848584122894,ya,ya,tidak
Kota Tua,"(-6.1352, 106.813301)",Banten Lama,"(-6.034228, 106.128827)",76.50952898654512,81,13,36.69785561668285,tidak,tidak,tidak
Trans Studio,"(-6.926855, 107.634515)",Malioboro,"(-7.79558, 110.36949)",316.6969033503146,345,6,38.312315884251205,ya,ya,tidak
Pantai Kejawanan,"(-6.73358, 108.581212)",Gedung Sate,"(-6.902475, 107.618782)",107.90730323724942,117,7,49.502556822573695,tidak,ya,tidak
Taman Sari,"(-7.811356, 110.359499)",Jatim Park,"(-7.887634, 112.53475)",239.7603293571076,293,13,31.74989161362129,tidak,ya,tidak
Situ Gede,"(-7.323856, 108.22867)",Gunung Galunggung,"(-7.241253, 108.082577)",18.54771980677903,18,12,30.75024896417964,tidak,tidak,tidak
Lawang Sewu,"(-6.983784, 110.40908)",Gua Maria Pohsarang,"(-7.856367, 112.010669)",201.4947216938442,262,9,41.76162046514433,tidak,ya,tidak
Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",Monas,"(-6.175392, 106.827153)",199.91863036635368,218,6,33.88887245616905,ya,ya,tidak
Farm House,"(-6.832553, 107.605373)",Taman Sari,"(-7.811356, 110.359499)",322.6540993452453,328,12,41.372605076645215,tidak,ya,tidak
Situ Gede,"(-7.323856, 108.22867)",Simpang Lima,"(-6.9925, 110.420601)",244.6220948063255,312,14,48.71676050290642,tidak,ya,tidak
Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",Kota Tua,"(-6.1352, 106.813301)",203.9760224505492,284,15,37.77838620488679,tidak,ya,tidak
Simpang Lima,"(-6.9925, 110.420601)",Pantai Kejawanan,"(-6.73358, 108.581212)",205.095695987052,279,11,49.17106994116651,tidak,ya,tidak
Taman Mini,"(-6.30242, 106.895382)",Malioboro,"(-7.79558, 110.36949)",417.77980751441487,482,9,31.80122313610774,ya,ya,tidak
Simpang Lima Gumul,"(-7.815934, 112.011961)",Simpang Lima,"(-6.9925, 110.420601)",197.9259141253703,215,4,39.26992558284624,ya,ya,tidak
Monas,"(-6.175392, 106.827153)",Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",199.91863036635368,292,4,31.83885761377143,ya,ya,tidak
Situ Gede,"(-7.323856, 108.22867)",Ciputra Waterpark,"(-7.288911, 112.609064)",483.1363698118121,707,6,39.426620756022025,ya,ya,ya
Situ Gede,"(-7.323856, 108.22867)",Jatim Park,"(-7.887634, 112.53475)",478.7201817828583,478,13,30.34329351486332,ya,ya,tidak
Taman Sari,"(-7.811356, 110.359499)",Coban Rondo,"(-7.895497, 112.533402)",239.642210261242,256,10,38.76651740974066,tidak,ya,tidak
Banten Lama,"(-6.034228, 106.128827)",Pantai Kejawanan,"(-6.73358, 108.581212)",281.9365565507513,402,14,32.34946652083402,tidak,ya,tidak
Kediri Mall,"(-7.82424, 112.011388)",Taman Mini,"(-6.30242, 106.895382)",589.3524790061368,642,13,33.93206941830257,ya,ya,ya
Ciputra Waterpark,"(-7.288911, 112.609064)",Gunung Galunggung,"(-7.241253, 108.082577)",499.30759451365407,516,14,42.51261602158105,ya,ya,tidak
Kenjeran Park,"(-7.22302, 112.790361)",Keraton Kasepuhan,"(-6.724108, 108.555726)",470.6643495136696,513,12,45.64979097100934,ya,ya,tidak
Malioboro,"(-7.79558, 110.36949)",Taman Sari,"(-7.811356, 110.359499)",2.0709202777060125,2,15,36.17107075958867,tidak,tidak,tidak
Alun-Alun Serang,"(-6.11907, 106.150194)",Coban Rondo,"(-7.895497, 112.533402)",731.6140106518901,756,10,43.53171309873581,ya,ya,ya
Situ Gede,"(-7.323856, 108.22867)",Ciputra Waterpark,"(-7.288911, 112.609064)",483.1363698118121,546,15,32.70131657687968,ya,ya,tidak
Gunung Galunggung,"(-7.241253, 108.082577)",Keraton Kasepuhan,"(-6.724108, 108.555726)",77.6773366804994,101,4,40.92305471271836,tidak,ya,tidak
Alun-Alun Malang,"(-7.978639, 112.630141)",Simpang Lima Gumul,"(-7.815934, 112.011961)",70.44923835910608,76,5,43.713594791905166,tidak,tidak,tidak
Farm House,"(-6.832553, 107.605373)",Stasiun Cirebon,"(-6.710515, 108.561267)",106.4178095122015,125,9,48.11520721429993,tidak,ya,tidak
Monas,"(-6.175392, 106.827153)",Monas,"(-6.175392, 106.827153)",0.0,0,9,49.49312278464177,tidak,tidak,tidak
Farm House,"(-6.832553, 107.605373)",Gunung Galunggung,"(-7.241253, 108.082577)",69.56045474964569,70,15,43.99231644464224,tidak,tidak,tidak
Simpang Lima,"(-6.9925, 110.420601)",Stasiun Cirebon,"(-6.710515, 108.561267)",207.6526594115407,270,12,39.37574364642883,tidak,ya,tidak
Kediri Mall,"(-7.82424, 112.011388)",Monas,"(-6.175392, 106.827153)",600.7991030288977,838,12,44.94489846751861,ya,ya,ya
Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",0.0,0,15,44.931284276646,tidak,tidak,tidak
Coban Rondo,"(-7.895497, 112.533402)",Simpang Lima Gumul,"(-7.815934, 112.011961)",58.11480215919786,65,8,42.71309431095096,tidak,tidak,tidak
Tugu Pahlawan,"(-7.245971, 112.737826)",Masjid Agung Serang,"(-6.117978, 106.153106)",737.9338588378037,1029,13,37.21493334800108,ya,ya,ya
Jatim Park,"(-7.887634, 112.53475)",Jatim Park,"(-7.887634, 112.53475)",0.0,0,15,40.52779520597048,tidak,tidak,tidak
Malioboro,"(-7.79558, 110.36949)",Farm House,"(-6.832553, 107.605373)",323.11119438649496,484,13,49.46428555872106,tidak,ya,tidak
Stasiun Cirebon,"(-6.710515, 108.561267)",Simpang Lima Gumul,"(-7.815934, 112.011961)",399.96918768661067,470,4,37.49201188797735,ya,ya,tidak
Lawang Sewu,"(-6.983784, 110.40908)",Kediri Mall,"(-7.82424, 112.011388)",199.8749240814228,203,13,41.15958858330935,tidak,ya,tidak
Sam Poo Kong,"(-6.992966, 110.389888)",Lawang Sewu,"(-6.983784, 110.40908)",2.3514231098737555,2,10,33.22006795614384,tidak,tidak,tidak
Sam Poo Kong,"(-6.992966, 110.389888)",Pantai Kejawanan,"(-6.73358, 108.581212)",201.746485011848,242,4,49.34534099492394,ya,ya,tidak
Alun-Alun Malang,"(-7.978639, 112.630141)",Jatim Park,"(-7.887634, 112.53475)",14.586476329054548,20,10,44.82644101097584,tidak,tidak,tidak
Trans Studio,"(-6.926855, 107.634515)",Simpang Lima Gumul,"(-7.815934, 112.011961)",492.7393404783204,568,7,39.28172145212624,ya,ya,tidak
Sam Poo Kong,"(-6.992966, 110.389888)",Keraton Kasepuhan,"(-6.724108, 108.555726)",204.6847375431153,250,15,38.38462959679601,tidak,ya,tidak
Sam Poo Kong,"(-6.992966, 110.389888)",Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",242.578757746755,246,4,36.714006166871215,ya,ya,tidak
Taman Sari,"(-7.811356, 110.359499)",Keraton Kasepuhan,"(-6.724108, 108.555726)",232.8075108629604,268,11,37.8233496216211,tidak,ya,tidak
